Subject;Activity;Verb phrases;Noun phrases;ActivityCombined;VerbPhrases;NounPhrases;ProperNouns
Checked department;hand in details of their work;hands in;"Checked department;details|work";Checked department hand in details of their work;Checkeds;department hand in details|work;
Auditor;Look for essential problems within company;looks for;"Auditor;essential problems within company";Auditor Look for essential problems within company;Looks for;Auditor|essential problems within company;
Auditor;look fo preciese information;looks fo;"Auditor;preciese information";Auditor look fo preciese information;looks fo;Auditor|preciese information;
Auditor;statement of employees' work;;Auditor statement of employees work;Auditor statement of employees' work;;Auditor statement of employees' work;
Auditor;consult with employes;consults with;"Auditor;employes";Auditor consult with employes;consults with;Auditor|employes;
Auditor;general statement;;Auditor general statement;Auditor general statement;;Auditor general statement;
Auditor;deeper look into a company;;Auditor deeper look into a company;Auditor deeper look into a company;looks into;Auditor|company;
examiner;get to know the case;gets to know;"examiner;case";examiner get to know the case;gets|knows;examiner|case;
examiner;first evaluation;;examiner first evaluation;examiner first evaluation;;examiner first evaluation;
examiner;contact insurer and consult the case;"contacts;consults";"examiner;Insurer;case";examiner contact insurer and consult the case;consults;examiner contact insurer|case;
examiner;final evaluation;;examiner final evaluation;examiner final evaluation;;examiner final evaluation;
Insurance company;a shady incident;;Insurance company shady incident;Insurance company a shady incident;;Insurance company a shady incident;
Insurance company;analyse details of the case;analyses;"Insurance company;details of the case";Insurance company analyse details of the case;analyses;Insurance company|details of the case;
Insurance company;report for insurer;;Insurance company report for insurer;Insurance company report for insurer;;Insurance company report for insurer;
insurer;hand in details of an accident;;insurer hand in details of an accident;insurer hand in details of an accident;;insurer hand in details of an accident;
insurer;enter a protest;enters;"insurer;protest";insurer enter a protest;enters;insurer|protest;
Customer;Review the Venders;reviews;"Customer;Venders";Customer Review the Venders;;Customer Review the Venders;
Customer;Send the RFQ;sends;"Customer;RFQ";Customer Send the RFQ;Sends;Customer|RFQ;
Customer;Review The Sales Quote;reviews;"Customer;Sales Quote";Customer Review The Sales Quote;;Customer Review The Sales Quote;
Sales;Communicate with the Customer;communicates with;"Sales;Customer";Sales Communicate with the Customer;Communicates with;Sales|Customer;
Sales;Review Pricing Options and Generate Sales Quote;"reviews;generates";"Sales;Pricing Options;Sales Quote";Sales Review Pricing Options and Generate Sales Quote;Generates;Sales Review Pricing Options|Sales Quote;
Emgineering;Produce L&M Cost Estimates Laser tested;produces;"Emgineering;L&M Cost Estimates Laser";Emgineering Produce L&M Cost Estimates Laser tested;tests;Emgineering Produce L&M Cost Estimates Laser;
Finance;Adding The Overhead Cost;adds;"Finance;Overhead Cost";Finance Adding The Overhead Cost;Addings;Finance|Overhead Cost;
Finance;Generate Pricing Options;generates;"Finance;Pricing Options";Finance Generate Pricing Options;Generates;Finance|Pricing Options;
Customer;Create RFQ;creates;"Customer;RFQ";Customer Create RFQ;Creates;Customer|RFQ;
Customer;Review Sales Quote;reviews;"Customer;Sales Quote";Customer Review Sales Quote;;Customer Review Sales Quote;
Customer;Review the Vendors;reviews;"Customer;Vendors";Customer Review the Vendors;;Customer Review the Vendors;
Customer;Review the Sales Quote;reviews;"Customer;Sales Quote";Customer Review the Sales Quote;;Customer Review the Sales Quote;
Sales;Verify the RFQ;verifies;"Sales;RFQ";Sales Verify the RFQ;Verifies;Sales|RFQ;
Engineering;Produce L&M Cost;produces;"Engineering;M Cost";Engineering Produce L&M Cost;;Engineering Produce L&M Cost;
Finance;Adding the Overhead Cost;adds;"Finance;Overhead Cost";Finance Adding the Overhead Cost;Addings;Finance|Overhead Cost;
Reporter;Write Incident Report;writes;"Reporter;Incident Report";Reporter Write Incident Report;;Reporter Write Incident Report;
Analyst;Comment arrangements;comments;"Analyst;arrangements";Analyst Comment arrangements;;Analyst Comment arrangements;
reporter;report incident;reports;"reporter;incident";reporter report incident;;reporter report incident;
reporter;note incident number and -code;notes;"reporter;Incident number|code";reporter note incident number and -code;;reporter note incident number;
reporter;answer request;answers;"reporter;request";reporter answer request;;reporter answer request;
agent;answer request provision;answers;"agent;request provision";agent answer request provision;;agent answer request provision;
activiti process engine;report incident;reports;"activiti process engine;incident";activiti process engine report incident;;process engine report incident;
activiti process engine;deidentify incident step 1;deidentifies;"activiti process engine;deidentify incident step 1";activiti process engine deidentify incident step 1;;process engine deidentify incident step 1;
activiti process engine;deidentifiy incident step 2;deidentifies;"activiti process engine;deidentifiy incident step 2";activiti process engine deidentifiy incident step 2;;process engine deidentifiy incident step 2;
activiti process engine;analyze incident;analyzes;"activiti process engine;incident";activiti process engine analyze incident;;process engine analyze incident;
activiti process engine;answer request by reporter;answers;"activiti process engine;request by reporter";activiti process engine answer request by reporter;;process engine answer request by reporter;
activiti process engine;answered request by reporter (list);answers;"activiti process engine;request by reporter|list";activiti process engine answered request by reporter (list);answers;process engine|request by reporter|list;
activiti process engine;answer request by agent;answers;"activiti process engine;request by agent";activiti process engine answer request by agent;;process engine answer request by agent;
activiti process engine;answered request by agent (list);answers;"activiti process engine;request by agent|list";activiti process engine answered request by agent (list);answers;process engine|request by agent|list;
analyst;analyze incident;analyzes;"analyst;incident";analyst analyze incident;;analyst analyze incident;
Customer;Review the sales quote;reviews;"Customer;sales quote";Customer Review the sales quote;;Customer Review the sales;
Sales;Review pricing options and generate sales quote;generates;"Sales;Review pricing options|sales quote";Sales Review pricing options and generate sales quote;generates;Sales Review pricing options|sales quote;
Engineering;Produce L&M Cost Estimates;produces;"Engineering;L|M Cost Estimates";Engineering Produce L&M Cost Estimates;;Engineering Produce L&M Cost Estimates;
Finance;Adding the Overhead cost;adds;"Finance;Overhead cost";Finance Adding the Overhead cost;Addings;Finance|Overhead cost;
Finance;Generate pricing options;generates;"Finance;pricing options";Finance Generate pricing options;Generates;Finance|pricing options;
Customer;Submit the Insurance Claim;submits;"Customer;Insurance Claim";Customer Submit the Insurance Claim;Submits;Customer|Insurance Claim;
CSR;Review the claim;reviews;"CSR;claim";CSR Review the claim;;CSR Review the claim;
CSR;communicate with the customer;communicates with;"CSR;customer";CSR communicate with the customer;communicates with;CSR|customer;
Claim Adjuster;Evaluate the claim;evaluates;"Claim Adjuster;claim";Claim Adjuster Evaluate the claim;Claims|Evaluates;Adjuster|claim;
Claim Adjuster;send payment;sends;"Claim Adjuster;payment";Claim Adjuster send payment;Claims|sends;Adjuster|payment;
Claim Adjuster;send rejection letter with explanation;sends;"Claim Adjuster;rejection letter with explanation";Claim Adjuster send rejection letter with explanation;Claims|sends;Adjuster|rejection letter with explanation;
Supervisor;evaluate the claim;evaluates;"Supervisor;claim";Supervisor evaluate the claim;evaluates;Supervisor|claim;
PURCHASING AGENT;Create Purchase order  2x;creates;"PURCHASING AGENT;Purchase order 2 x";PURCHASING AGENT Create Purchase order  2x;PURCHASINGs|Creates;AGENT|Purchase order;
FINANCE DEPARTMENT;Create Billing Document;creates;"FINANCE DEPARTMENT;Billing Document";FINANCE DEPARTMENT Create Billing Document;Creates;FINANCE DEPARTMENT|Billing Document;
FINANCE DEPARTMENT;Post Incoming Payment;posts;"FINANCE DEPARTMENT;Incoming Payment";FINANCE DEPARTMENT Post Incoming Payment;;FINANCE DEPARTMENT Post Incoming Payment;
WAREHOUSE TEAM;Display stock/ Requirements list;displays;"WAREHOUSE TEAM;stock|Requirements list";WAREHOUSE TEAM Display stock/ Requirements list;;WAREHOUSE TEAM Display stock/ Requirements list;
WAREHOUSE TEAM;Create Transfer order for Delivery note;creates;"WAREHOUSE TEAM;Transfer order for Delivery note";WAREHOUSE TEAM Create Transfer order for Delivery note;Creates;WAREHOUSE TEAM|Transfer order for Delivery note;
WAREHOUSE TEAM;Create Purchase requisition;creates;"WAREHOUSE TEAM;Purchase requisition";WAREHOUSE TEAM Create Purchase requisition;Creates;WAREHOUSE TEAM|Purchase requisition;
WAREHOUSE TEAM;Goods Receipt for Purchase order;;WAREHOUSE TEAM Goods Receipt for Purchase order;WAREHOUSE TEAM Goods Receipt for Purchase order;;WAREHOUSE TEAM Goods Receipt for Purchase order;
PRODUCTION PLANNER;MRP Run;;PRODUCTION PLANNER MRP Run;PRODUCTION PLANNER MRP Run;;PRODUCTION PLANNER MRP Run;
PRODUCTION PLANNER;Create Production order 2x;creates;"PRODUCTION PLANNER;Production order 2 x";PRODUCTION PLANNER Create Production order 2x;Creates;PRODUCTION PLANNER|Production order 2x;
PRODUCTION PLANNER;Production Order confirmation & Production of motorcycle 2x;;PRODUCTION PLANNER Production Order confirmation|Production of motorcycle 2|x;PRODUCTION PLANNER Production Order confirmation & Production of motorcycle 2x;;PRODUCTION PLANNER Production Order confirmation|Production of motorcycle 2x;
SALES & DISTRIBUTION DEPARTMENT;Create sales order;creates;"SALES & DISTRIBUTION DEPARTMENT;sales order";SALES & DISTRIBUTION DEPARTMENT Create sales order;Creates;SALES|DISTRIBUTION DEPARTMENT|sales order;
