Subject;Activity;Verb phrases;Noun phrases;ActivityCombined;VerbPhrases;NounPhrases;ProperNouns
Customer;Create RFQ;creates;"Customer;RFQ";Customer Create RFQ;creates;customer|rfq;
Customer;Review Sales Quote;reviews;"Customer;Sales Quote";Customer Review Sales Quote;;customer review sales quote;
Customer;Review the Vendors;reviews;"Customer;Vendors";Customer Review the Vendors;reviews;customer|vendors;
Customer;Review the Sales Quote;reviews;"Customer;Sales Quote";Customer Review the Sales Quote;reviews;customer|sales quote;
Sales;Verify the RFQ;verifies;"Sales;RFQ";Sales Verify the RFQ;verifies;sales|rfq;
Engineering;Produce L&M Cost;produces;"Engineering;M Cost";Engineering Produce L&M Cost;produces;engineering|l|m cost;
Finance;Adding the Overhead Cost;adds;"Finance;Overhead Cost";Finance Adding the Overhead Cost;adds;finance|overhead cost;
Reporter;Write Incident Report;writes;"Reporter;Incident Report";Reporter Write Incident Report;writes;reporter|incident report;
Analyst;Comment arrangements;comments;"Analyst;arrangements";Analyst Comment arrangements;;analyst comment arrangements;
reporter;report incident;reports;"reporter;incident";reporter report incident;reports;reporter|incident;
reporter;note incident number and -code;notes;"reporter;Incident number|code";reporter note incident number and -code;;reporter note incident number|code;
reporter;answer request;answers;"reporter;request";reporter answer request;;reporter answer request;
agent;answer request provision;answers;"agent;request provision";agent answer request provision;;agent answer request provision;
activiti process engine;report incident;reports;"activiti process engine;incident";activiti process engine report incident;;activiti process engine report incident;
activiti process engine;deidentify incident step 1;deidentifies;"activiti process engine;deidentify incident step 1";activiti process engine deidentify incident step 1;##ifies;act|##iti process engine deident|incident step 1;
activiti process engine;deidentifiy incident step 2;deidentifies;"activiti process engine;deidentifiy incident step 2";activiti process engine deidentifiy incident step 2;;act|process engine deidentifiy incident step 2;
activiti process engine;analyze incident;analyzes;"activiti process engine;incident";activiti process engine analyze incident;analyzes;activiti process engine|incident;
activiti process engine;answer request by reporter;answers;"activiti process engine;request by reporter";activiti process engine answer request by reporter;;activiti process engine answer request by reporter;
activiti process engine;answered request by reporter (list);answers;"activiti process engine;request by reporter|list";activiti process engine answered request by reporter (list);answers;activiti process engine|request by reporter|list;
activiti process engine;answer request by agent;answers;"activiti process engine;request by agent";activiti process engine answer request by agent;;activiti process engine answer request by agent;
activiti process engine;answered request by agent (list);answers;"activiti process engine;request by agent|list";activiti process engine answered request by agent (list);answers;activiti process engine|request by agent|list;
analyst;analyze incident;analyzes;"analyst;incident";analyst analyze incident;analyzes;analyst|incident;
Customer;Review the sales quote;reviews;"Customer;sales quote";Customer Review the sales quote;reviews;customer|sales quote;
Sales;Review pricing options and generate sales quote;generates;"Sales;Review pricing options|sales quote";Sales Review pricing options and generate sales quote;reviews|generates;sales|pricing options|sales quote;
Engineering;Produce L&M Cost Estimates;produces;"Engineering;L|M Cost Estimates";Engineering Produce L&M Cost Estimates;produces;engineering|l|m cost estimates;
Finance;Adding the Overhead cost;adds;"Finance;Overhead cost";Finance Adding the Overhead cost;adds;finance|overhead cost;
Finance;Generate pricing options;generates;"Finance;pricing options";Finance Generate pricing options;generates;finance|pricing options;
Customer;Submit the Insurance Claim;submits;"Customer;Insurance Claim";Customer Submit the Insurance Claim;submits;customer|insurance claim;
CSR;Review the claim;reviews;"CSR;claim";CSR Review the claim;reviews;csr|claim;
CSR;communicate with the customer;communicates with;"CSR;customer";CSR communicate with the customer;communicates with;csr|customer;
Claim Adjuster;Evaluate the claim;evaluates;"Claim Adjuster;claim";Claim Adjuster Evaluate the claim;evaluates;claim adjuster|claim;
Claim Adjuster;send payment;sends;"Claim Adjuster;payment";Claim Adjuster send payment;sends;claim adjuster|payment;
Claim Adjuster;send rejection letter with explanation;sends;"Claim Adjuster;rejection letter with explanation";Claim Adjuster send rejection letter with explanation;sends;claim adjuster|rejection letter with explanation;
Supervisor;evaluate the claim;evaluates;"Supervisor;claim";Supervisor evaluate the claim;evaluates;supervisor|claim;
PURCHASING AGENT;Create Purchase order  2x;creates;"PURCHASING AGENT;Purchase order 2 x";PURCHASING AGENT Create Purchase order  2x;creates;purchasing agent|purchase order 2x;
FINANCE DEPARTMENT;Create Billing Document;creates;"FINANCE DEPARTMENT;Billing Document";FINANCE DEPARTMENT Create Billing Document;creates;finance department|billing document;
FINANCE DEPARTMENT;Post Incoming Payment;posts;"FINANCE DEPARTMENT;Incoming Payment";FINANCE DEPARTMENT Post Incoming Payment;;finance department|incoming payment;
WAREHOUSE TEAM;Display stock/ Requirements list;displays;"WAREHOUSE TEAM;stock|Requirements list";WAREHOUSE TEAM Display stock/ Requirements list;;warehouse team display stock|requirements list;
WAREHOUSE TEAM;Create Transfer order for Delivery note;creates;"WAREHOUSE TEAM;Transfer order for Delivery note";WAREHOUSE TEAM Create Transfer order for Delivery note;creates;warehouse team|transfer order for delivery note;
WAREHOUSE TEAM;Create Purchase requisition;creates;"WAREHOUSE TEAM;Purchase requisition";WAREHOUSE TEAM Create Purchase requisition;creates;warehouse team|purchase requisition;
WAREHOUSE TEAM;Goods Receipt for Purchase order;;WAREHOUSE TEAM Goods Receipt for Purchase order;WAREHOUSE TEAM Goods Receipt for Purchase order;;warehouse team goods receipt for purchase order;
PRODUCTION PLANNER;MRP Run;;PRODUCTION PLANNER MRP Run;PRODUCTION PLANNER MRP Run;;production planner mrp run;
PRODUCTION PLANNER;Create Production order 2x;creates;"PRODUCTION PLANNER;Production order 2 x";PRODUCTION PLANNER Create Production order 2x;creates;production planner|production order 2;
PRODUCTION PLANNER;Production Order confirmation & Production of motorcycle 2x;;PRODUCTION PLANNER Production Order confirmation|Production of motorcycle 2|x;PRODUCTION PLANNER Production Order confirmation & Production of motorcycle 2x;;production planner production order confirmation|production of motorcycle 2x;
SALES & DISTRIBUTION DEPARTMENT;Create sales order;creates;"SALES & DISTRIBUTION DEPARTMENT;sales order";SALES & DISTRIBUTION DEPARTMENT Create sales order;creates;sales|distribution department|sales order;
SALES & DISTRIBUTION DEPARTMENT;Outbound Delivery with order reference;;SALES & DISTRIBUTION DEPARTMENT Outbound Delivery with order reference;SALES & DISTRIBUTION DEPARTMENT Outbound Delivery with order reference;;sales|distribution department outbound delivery with order reference;
SALES & DISTRIBUTION DEPARTMENT;Check inventory for finished goods;checks;"SALES & DISTRIBUTION DEPARTMENT;inventory for|goods";SALES & DISTRIBUTION DEPARTMENT Check inventory for finished goods;checks|finishes;sales|distribution department|inventory|goods;
sales;verify RFQ;verifies;"sales;RFQ";sales verify RFQ;;sales verify rfq;
sales;Send to Customer;sends to;"sales;Customer";sales Send to Customer;sends to;sales|customer;
sales;Generate sales Quotes;generates;"sales;sales Quotes";sales Generate sales Quotes;generates;sales|sales quotes;
Finance;Produced labor and materal costs;produces;"Finance;labor|materal costs";Finance Produced labor and materal costs;produces;finance|labor|materal costs;
Engineering;Add overhead cost;adds;"Engineering;overhead cost";Engineering Add overhead cost;adds;engineering|overhead cost;
Customer;Generate RFQ;generates;"Customer;RFQ";Customer Generate RFQ;generates;customer|rfq;
Customer;Analyze Sales Quote;analyzes;"Customer;Sales Quote";Customer Analyze Sales Quote;analyzes;customer|sales quote;
Volley Club;emptying the mailbox;empties;"Volley Club;mailbox";Volley Club emptying the mailbox;empties;volley club|mailbox;
Volley Club;Phonecall to complete data;;Volley Club Phonecall to complete data;Volley Club Phonecall to complete data;completes;volley club phonecall to|data;
Volley Club;Recording an archieving;records;"Volley Club;archieving";Volley Club Recording an archieving;records;volley club|archieving;
