Subject;Activity;Verb phrases;Noun phrases;ActivityCombined;VerbPhrases;NounPhrases;ProperNouns
Backup;Produce a new table;produces;"Backup;new table";Backup Produce a new table;Produces;Backup|new table;
Backup;send it to the account manager;sends;"Backup;account manager";Backup send it to the account manager;sends;Backup|it to the account manager;
Backup;check CRM whether new returns are filled;checks;"Backup;CRM whether new returns are filled";Backup check CRM whether new returns are filled;;Backup check|new returns;CRM
Backup;reconcile with the existing;reconciles with;"Backup;existing";Backup reconcile with the existing;reconciles with;Backup|existing;
Backup;message to the supervisor;messages to;"Backup;supervisor";Backup message to the supervisor;;Backup message to the supervisor;
Backup;register;registers;"Backup;nan";Backup register;;Backup register;
Customer Service Representative;update case details;updates;"Customer Service Representative;case details";Customer Service Representative update case details;;Customer|case details;Service Representative
Customer Service Representative;archive;;Customer Service Representative archive;Customer Service Representative archive;;Customer|archive;Service Representative
Customer Service Representative;cancellation;;Customer Service Representative cancellation;Customer Service Representative cancellation;;Customer|cancellation;Service Representative
Customer Service Representative;moved to administration for completion;moves to;"Customer Service Representative;administration for completion";Customer Service Representative moved to administration for completion;;Customer|administration for completion;Service Representative
Customer Service Representative;generate message for outstanding documents;generates;"Customer Service Representative;message for outstanding documents";Customer Service Representative generate message for outstanding documents;generates;Customer|message for outstanding documents;Service Representative
commitee members;check diaries and for conflicts;checks;"commitee members;diaries|conflicts";commitee members check diaries and for conflicts;;commitee members|diaries|conflicts;
support officer;check dates and suggest modifications;"checks;suggests";"support officer;dates;modifications";support officer check dates and suggest modifications;;support officer check dates|modifications;
support officer;update group calendar;updates;"support officer;group calendar";support officer update group calendar;;support officer|group calendar;
support officer;create meeting folders;creates;"support officer;meeting folders";support officer create meeting folders;;support officer|meeting folders;
support officer;ensure that all documents are uploaded;ensures;"support officer;documents";support officer ensure that all documents are uploaded;ensures that;support officer|documents;
coordination unit;schedule meetings;schedules;"coordination unit;meetings";coordination unit schedule meetings;;coordination unit schedule meetings;
coordination unit;add draft dates;adds;"coordination unit;draft dates";coordination unit add draft dates;;coordination unit|draft dates;
coordination unit;recheck all dates - potential conflicts?;rechecks;"coordination unit;dates|potential conflicts";coordination unit recheck all dates - potential conflicts?;rechecks;coordination unit|dates|potential conflicts;
coordination unit;create final schedule;creates;"coordination unit;final schedule";coordination unit create final schedule;creates;coordination unit|final schedule;
coordination unit;finalize schedule;finalizes;"coordination unit;schedule";coordination unit finalize schedule;;coordination unit|schedule;
Sales and Marketing;Check customer;checks;"Sales and Marketing;customer";Sales and Marketing Check customer;Checks;Sales|customer;Marketing
Sales and Marketing;Place order in ERP system;places;"Sales and Marketing;order in ERP system";Sales and Marketing Place order in ERP system;;Sales|order in ERP system;Marketing Place
Sales and Marketing;Check product availability;checks;"Sales and Marketing;product availability";Sales and Marketing Check product availability;Checks;Sales|product availability;Marketing
Sales and Marketing;Reject the order;rejects;"Sales and Marketing;order";Sales and Marketing Reject the order;Rejects;Sales|order;Marketing
Sales and Marketing;Invoice the customer;invoices;"Sales and Marketing;customer";Sales and Marketing Invoice the customer;;Sales|customer;Marketing Invoice
Sales and Marketing;Send Christmas card every year;sends;"Sales and Marketing;Christmas card every year";Sales and Marketing Send Christmas card every year;Sends;Sales|card every year;Marketing|Christmas
Production;Start production;starts;"Production;production";Production Start production;;Production|production;Start
Logistics and Distribution;Take product from the warehouse;takes;"Logistics and Distribution;product from the warehouse";Logistics and Distribution Take product from the warehouse;Takes;Distribution|product from the warehouse;Logistics
Logistics and Distribution;Prepare product for shipment;prepares;"Logistics and Distribution;product for shipment";Logistics and Distribution Prepare product for shipment;Prepares;Distribution|product for shipment;Logistics
Logistics and Distribution;Deliver the product;delivers;"Logistics and Distribution;product";Logistics and Distribution Deliver the product;Delivers;Distribution|product;Logistics
Accounting;Check reminder >3;checks;"Accounting;reminder";Accounting Check reminder >3;Checks;reminder;Accounting
Accounting;Check bank account;checks;"Accounting;bank account";Accounting Check bank account;Checks;bank account;Accounting
Accounting;Send reminder;sends;"Accounting;reminder";Accounting Send reminder;Sends;reminder;Accounting
Legal department;Take legal actions;takes;"Legal department;legal actions";Legal department Take legal actions;Takes;Legal department|legal actions;
Validation Department;Forward Validated Invoices to the Registry;forwards;"Validation Department;Validated Invoices to the Registry";Validation Department Forward Validated Invoices to the Registry;;Invoices to the Registry;Validation Department
Validation Department;Update Status to Validated;updates;"Validation Department;Status to Validated";Validation Department Update Status to Validated;;;Validation Department Update Status|Validated
The Registry;Receiving Validated Invoices;receives;"The Registry;Validated Invoices";The Registry Receiving Validated Invoices;;Receiving|Invoices;Registry|Validated
The Registry;Sorting by vendors;sorts by;"The Registry;vendors";The Registry Sorting by vendors;;Sorting by vendors;Registry
The Registry;Sorting by Payment Date;sorts by;"The Registry;Payment Date";The Registry Sorting by Payment Date;;Sorting by Payment Date;Registry
The Registry;Archiving Invoices;archives;"The Registry;Invoices";The Registry Archiving Invoices;;;Registry Archiving Invoices
The Registry;Relocating an Archived Invoice;relocates;"The Registry;Invoice";The Registry Relocating an Archived Invoice;;Relocating;Registry|Archived Invoice
Payment Department;Process Weekly Payment;processes;"Payment Department;Weekly Payment";Payment Department Process Weekly Payment;Processes;Payment|Payment;Department|Weekly
Payment Department;Generate Payment Report;generates;"Payment Department;Payment Report";Payment Department Generate Payment Report;;Payment|Payment;Department Generate|Report
Payment Department;Send report to Client;sends;"Payment Department;report to Client";Payment Department Send report to Client;Sends;Payment|report;Department|Client
Payment Department;Send Report to the Registry;sends;"Payment Department;Report to the Registry";Payment Department Send Report to the Registry;Sends;Payment|Registry;Department|Report
Payment Department;Send Report to Accounts Receivable Department;sends;"Payment Department;Report to Accounts Receivable Department";Payment Department Send Report to Accounts Receivable Department;Sends;Payment;Department|Report|Accounts Receivable Department
Account Receivable Department;Generate Monthly Invoices;generates;"Account Receivable Department;Monthly Invoices";Account Receivable Department Generate Monthly Invoices;;Monthly Invoices;Account Receivable Department Generate
Account Receivable Department;Send Invoice to Client;sends;"Account Receivable Department;Invoice to Client";Account Receivable Department Send Invoice to Client;Sends;;Account Receivable Department|Invoice|Client
Account Receivable Department;Receive Payment from Client;receives;"Account Receivable Department;Payment from Client";Account Receivable Department Receive Payment from Client;;Payment;Account Receivable Department Receive|Client
SSP Clients;Client sends invoice to SSP;sends;"SSP Clients;Client|invoice to SSP";SSP Clients Client sends invoice to SSP;;Clients|invoice to SSP;SSP|Client
Admin Department;Sort invoice by client;sorts;"Admin Department;invoice by client";Admin Department Sort invoice by client;;invoice by client;Admin Department Sort
Admin Department;Sub-Sort invoices by vendor;sub-sorts;"Admin Department;invoices by vendor";Admin Department Sub-Sort invoices by vendor;;invoices by vendor;Admin Department Sub-Sort
Admin Department;Attach Invoice Entry Form;attaches;"Admin Department;Invoice Entry Form";Admin Department Attach Invoice Entry Form;Attaches;Form;Admin Department|Invoice Entry
Admin Department;Fill out Invoice Entry Form;fills out;"Admin Department;Invoice Entry Form";Admin Department Fill out Invoice Entry Form;Fills out;Form;Admin Department|Invoice Entry
Admin Department;Check invoice for completeness;checks;"Admin Department;invoice for completeness";Admin Department Check invoice for completeness;Checks;invoice for completeness;Admin Department
Admin Department;Allocate to Data Entry personel;allocates to;"Admin Department;Data Entry personel";Admin Department Allocate to Data Entry personel;Allocates to;Data Entry personel;Admin Department
Mail Centre;Categorise Mail;categorises;"Mail Centre;Mail";Mail Centre Categorise Mail;;;Mail Centre Categorise Mail
Mail Centre;Return invoice to client to complete;returns;"Mail Centre;invoice to client";Mail Centre Return invoice to client to complete;completes;Return invoice to client;Mail Centre
