Subject;Activity;Verb phrases;Noun phrases;Activity Combined;VerbPhrases;NounPhrases;ProperNouns
Validation Office;Check priority;checks;"Validation Office;priority";Validation Office Check priority;;validation office check priority;
Validation Office;Sort invoices per client;sorts;"Validation Office;Sort invoices per client";Validation Office Sort invoices per client;sorts;validation office|invoices per client;
Validation Office;Print invoices report from SAP;prints;"Validation Office;invoices report from SAP";Validation Office Print invoices report from SAP;reports from;validation office print invoices|sap;
Validation Office;Login to SAP;logins to;"Validation Office;SAP";Validation Office Login to SAP;;validation office login to sap;
Validation Office;Change status to validated;changes status to;"Validation Office;validated";Validation Office Change status to validated;validates;validation office change status;
Validation Office;Send invoices to DEO;sends;"Validation Office;invoices to DEO";Validation Office Send invoices to DEO;sends;validation office|invoices to deo;
Registry;Pay invoices;pays;"Registry;invoices";Registry Pay invoices;pays;registry|invoices;
Registry;Generate payment report;generates;"Registry;payment report";Registry Generate payment report;generates;registry|payment report;
Registry;Send report to client;sends;"Registry;report to client";Registry Send report to client;sends;registry|report to client;
Registry;Send report to Registry Officer;sends;"Registry;report to Registry Officer";Registry Send report to Registry Officer;sends;registry|report to registry officer;
Registry;Select paid invoces;selects paid;"Registry;invoces";Registry Select paid invoces;selects paid;registry|invoces;
Registry;Archive invoices per vendor;archives;"Registry;invoices per vendor";Registry Archive invoices per vendor;;registry archive invoices per vendor;
Registry;Archive invoices per payment date;archives;"Registry;invoices per payment date";Registry Archive invoices per payment date;;registry archive invoices per payment date;
Registry;Track original invoice;tracks;"Registry;original invoice";Registry Track original invoice;;registry track original invoice;
Registry;Compare invoice with invoice entry form;compares;"Registry;invoice with invoice entry form";Registry Compare invoice with invoice entry form;compares;registry|invoice with invoice entry form;
Registry;Send report to Accounts Receivable Department;sends;"Registry;report to Accounts Receivable Department";Registry Send report to Accounts Receivable Department;sends|##eis;registry|report to accounts|##vable department;
Account Receivable Department;Generate monthly invoice;generates;"Account Receivable Department;monthly invoice";Account Receivable Department Generate monthly invoice;generates;account receivable department|monthly invoice;
Account Receivable Department;Charge flat fee;charges;"Account Receivable Department;flat fee";Account Receivable Department Charge flat fee;charges;account|##vable department|flat fee;
Validation Office;Check invoice data for errors;checks;"Validation Office;invoice data for errors";Validation Office Check invoice data for errors;checks;validation office|invoice data for errors;
Validation Office;Highlight errors on invoice entry form;highlights;"Validation Office;errors on invoice entry form";Validation Office Highlight errors on invoice entry form;highlights;validation office|errors on invoice entry form;
Validation Office;Keep performance record of DEO;keeps;"Validation Office;performance record of DEO";Validation Office Keep performance record of DEO;keeps;validation office|performance record of deo;
Admin Office;Return invoice to client via postal mail;returns;"Admin Office;invoice to client|postal mail";Admin Office Return invoice to client via postal mail;returns;admin office|invoice to client via postal mail;
Admin Office;Send reminder letter;sends;"Admin Office;reminder letter";Admin Office Send reminder letter;sends;admin office|reminder letter;
Admin Office;Send 2nd reminder letter;sends;"Admin Office;2nd reminder letter";Admin Office Send 2nd reminder letter;sends;admin office|2nd reminder letter;
Data Entry Office;Generate Vendor master record request form;generates;"Data Entry Office;Vendor master record request form";Data Entry Office Generate Vendor master record request form;generates;data entry office|vendor master record request form;
Data Entry Office;Staple form to invoice;staples;"Data Entry Office;form to invoice";Data Entry Office Staple form to invoice;;data entry office staple form to invoice;
Data Entry Office;Place form to invoice;places;"Data Entry Office;form to invoice";Data Entry Office Place form to invoice;;data entry office place form to invoice;
Credit Company;Collect credit information;collects;"Credit Company;credit information";Credit Company Collect credit information;collects;credit company|credit information;
Credit Company;Assess risk;assesses;"Credit Company;risk";Credit Company Assess risk;assesses;credit company|risk;
Credit Company;Request approval;requests;"Credit Company;approval";Credit Company Request approval;;credit company request approval;
Credit Company;Accept credit;accepts;"Credit Company;credit";Credit Company Accept credit;accepts;credit company|credit;
Credit Company;Reject credit;rejects;"Credit Company;credit";Credit Company Reject credit;rejects;credit company|credit;
Order to Cash;Processing customer demand;processes;"Order to Cash;customer demand";Order to Cash Processing customer demand;;order to cash processing customer demand;
Order to Cash;Sell product to customer;sells;"Order to Cash;product to customer";Order to Cash Sell product to customer;orders to|sells;cash|product to customer;
Make to Inventory;Determine demanded components according to planning;determines demanded;"Make to Inventory;demanded components according to planning";Make to Inventory Determine demanded components according to planning;makes to|determines demanded|accords to;inventory|components|planning;
Make to Inventory;Purchase missing parts and put on stock;"purchases;puts on";"Make to Inventory;missing parts;stock";Make to Inventory Purchase missing parts and put on stock;makes to|purchases|puts on;inventory|missing parts|stock;
Production;Perform production;performs;"Production;production";Production Perform production;performs;production|production;
Production;Perform quality checks;performs;"Production;quality checks";Production Perform quality checks;performs;production|quality checks;
Production;Fill product into a packaging;fills;"Production;product into a packaging";Production Fill product into a packaging;fills;production|product into a packaging;
Production;Pack and label product;packs|labels;"Production;product";Production Pack and label product;;production pack|label product;
Production;Transport product to the warehouse;transports;"Production;product to the warehouse";Production Transport product to the warehouse;transports;production|product to the warehouse;
Production;Perform follow-up production;performs;"Production;follow-up production";Production Perform follow-up production;performs follow;production|production;
Teacher;Check process model;checks;"Teacher;process model";Teacher Check process model;;teacher check process model;
Teacher;Assign penalty points;assigns;"Teacher;penalty points";Teacher Assign penalty points;assigns;teacher|penalty points;
Teacher;Check process assign points;checks;"Teacher;process|points";Teacher Check process assign points;assigns;teacher check process|points;
Teacher;Consult project, check progress;consults;"Teacher;project|progress";Teacher Consult project, check progress;checks;teacher consult project|progress;
Team;Agree on team field;agrees on;"Team;team field";Team Agree on team field;agrees on;team|team field;
Team;Analyse field and identify process;"analyses;identifies";"Team;field;process";Team Analyse field and identify process;analyses|identifies;team|field|process;
Team;Assign roles in team;assigns;"Team;roles in team";Team Assign roles in team;assigns;team|roles in team;
Team;Present the project;presents;"Team;project";Team Present the project;presents;team|project;
Student;Join team;joins;"Student;team";Student Join team;joins;student|team;
Student;Create one process model;creates;"Student;process model";Student Create one process model;creates;student|process model;
Student;Fix process until next session;fixes;"Student;process until next session";Student Fix process until next session;;student fix process until next session;
Student;Extend their process to L 2,3;extends;"Student;process to L 2,3";Student Extend their process to L 2,3;extends;student|process to l 2;
