Subject;Activity;Verb phrases;Noun phrases;Activity Combined;VerbPhrases;NounPhrases;ProperNouns
Account Receivable Department;Generate monthly invoice for client;generates;"Account Receivable Department;monthly invoice for client";Account Receivable Department Generate monthly invoice for client;Generates;monthly invoice for client;Account Receivable Department
Account Receivable Department;Monthly invoice marked as paid;;Account Receivable Department Monthly invoice marked as paid;Account Receivable Department Monthly invoice marked as paid;;Monthly invoice;Account Receivable Department
Vendor;Issue Invoice;issues;"Vendor;Invoice";Vendor Issue Invoice;;;Vendor Issue Invoice
Vendor;Mark invoice as paid;marks;"Vendor;Mark invoice as paid";Vendor Mark invoice as paid;;invoice;Vendor Mark
Sales;Check Customer;checks;"Sales;Customer";Sales Check Customer;;Sales|Customer;
Sales;Check Solvency;checks;"Sales;Solvency";Sales Check Solvency;;Sales|Solvency;
Sales;Check Intercooperability;checks;"Sales;Intercooperability";Sales Check Intercooperability;;Sales|Intercooperability;
Sales;Apply to data base;applies to;"Sales;data base";Sales Apply to data base;;Sales|data base;
Sales;Offer Prepayment;offers;"Sales;Prepayment";Sales Offer Prepayment;;Sales Offer Prepayment;
Sales;create offer for customer;creates;"Sales;offer for customer";Sales create offer for customer;;Sales|offer for customer;
Sales;Recreate/negotioate offer;recreates;"Sales;negotioate offer";Sales Recreate/negotioate offer;;Sales|offer;
Sales;Send invoice;sends;"Sales;invoice";Sales Send invoice;;Sales|invoice;
Sales;Send letter of refusal;sends;"Sales;letter of refusal";Sales Send letter of refusal;;Sales|letter of refusal;
Sales;Check payment;checks;"Sales;payment";Sales Check payment;;Sales|payment;
Sales;Send reminder;sends;"Sales;reminder";Sales Send reminder;;Sales|reminder;
Sales;Close order;closes;"Sales;order";Sales Close order;;Sales|order;
Sales;Check number of reminders;checks;"Sales;number of reminders";Sales Check number of reminders;;Sales|number of reminders;
Sales;Contact a lawyer;contacts;"Sales;lawyer";Sales Contact a lawyer;;Sales Contact a lawyer;
Logistics;Check capacity;checks;"Logistics;capacity";Logistics Check capacity;Checks;capacity;Logistics
Logistics;Send inquiry for goods to supplier;sends;"Logistics;inquiry for goods to supplier";Logistics Send inquiry for goods to supplier;Sends;inquiry for goods to supplier;Logistics
Logistics;Receive suppliers offer;receives;"Logistics;suppliers";Logistics Receive suppliers offer;;suppliers;Logistics Receive
Logistics;preparing the order;prepares;"Logistics;order";Logistics preparing the order;;preparing the order;Logistics
Logistics;Send goods;sends;"Logistics;goods";Logistics Send goods;Sends;goods;Logistics
Logistics;start production;starts;"Logistics;production";Logistics start production;;start production;Logistics
Italian Restaurant;ask for menu;asks for;"Italian Restaurant;menu";Italian Restaurant ask for menu;asks for;menu;Restaurant
Italian Restaurant;check available dishes;checks;"Italian Restaurant;available dishes";Italian Restaurant check available dishes;;check available dishes;Restaurant
Italian Restaurant;order tiramisu;orders;"Italian Restaurant;tiramisu";Italian Restaurant order tiramisu;;order tiramisu;Restaurant
Italian Restaurant;order a glass of red wine;orders;"Italian Restaurant;glass of red wine";Italian Restaurant order a glass of red wine;;order a glass of red wine;Restaurant
Italian Restaurant;consume your dishes;consumes;"Italian Restaurant;dishes";Italian Restaurant consume your dishes;consumes;dishes;Restaurant
Italian Restaurant;ask for check;asks for;"Italian Restaurant;check";Italian Restaurant ask for check;asks for;check;Restaurant
Italian Restaurant;waiter was nice;;Italian Restaurant waiter was nice;Italian Restaurant waiter was nice;;waiter;Restaurant
Italian Restaurant;waiter was not nice;;Italian Restaurant waiter was not nice;Italian Restaurant waiter was not nice;;waiter;Restaurant
Italian Restaurant;pay bill and tip;pays;"Italian Restaurant;bill|tip";Italian Restaurant pay bill and tip;;pay bill|tip;Restaurant
Italian Restaurant;pay the bill;pays;"Italian Restaurant;bill";Italian Restaurant pay the bill;pays;bill;Restaurant
Italian Restaurant;skip dessert;skips;"Italian Restaurant;dessert";Italian Restaurant skip dessert;skips;dessert;Restaurant
Italian Restaurant;order salad;orders;"Italian Restaurant;salad";Italian Restaurant order salad;;order salad;Restaurant
Italian Restaurant;ask for tiramisu;asks for;"Italian Restaurant;tiramisu";Italian Restaurant ask for tiramisu;asks for;tiramisu;Restaurant
Part Provision Team;Identify parts;identifies;"Part Provision Team;parts";Part Provision Team Identify parts;;parts;Part Provision Team Identify
Part Provision Team;Elicit information from customer;elicits;"Part Provision Team;information from customer";Part Provision Team Elicit information from customer;;information from customer;Part Provision Team Elicit
Part Provision Team;Check availability;checks;"Part Provision Team;availability";Part Provision Team Check availability;Checks;availability;Part Provision Team
Part Provision Team;supplied to customer;supplies to;"Part Provision Team;customer";Part Provision Team supplied to customer;;customer;Part Provision Team
Part Provision Team;Record customer detail;records;"Part Provision Team;customer detail";Part Provision Team Record customer detail;;customer detail;Part Provision Team Record
Part Provision Team;Contract customer;contracts;"Part Provision Team;customer";Part Provision Team Contract customer;;customer;Part Provision Team Contract
Part Provision Team;Parts Collected;;Part Provision Team Parts Collected;Part Provision Team Parts Collected;;;Part Provision Team Parts Collected
Part Provision Team;Payment;;Part Provision Team Payment;Part Provision Team Payment;;Payment;Part Provision Team
Army;Hold physical exam;holds;"Army;physical exam";Army Hold physical exam;Holds;physical exam;Army
Army;Shortlist application;shortlists;"Army;application";Army Shortlist application;;application;Army Shortlist
Army;Hold mental exam;holds;"Army;mental exam";Army Hold mental exam;Holds;mental exam;Army
Army;Hold interview;holds;"Army;interview";Army Hold interview;Holds;interview;Army
Army;Recruit applicant;recruits;"Army;applicant";Army Recruit applicant;;applicant;Army Recruit
Army;Notify failure;notifies;"Army;failure";Army Notify failure;;failure;Army Notify
Army;Schedule exams and interview;schedules;"Army;exams|interview";Army Schedule exams and interview;Schedules;exams|interview;Army
Sales & Distribution;Check stock availability;checks;"Sales & Distribution;stock availability";Sales & Distribution Check stock availability;;Sales|Distribution|stock availability;
Sales & Distribution;Confirm order;confirms;"Sales & Distribution;order";Sales & Distribution Confirm order;;Sales|Distribution|order;
Sales & Distribution;Archive order;archives;"Sales & Distribution;order";Sales & Distribution Archive order;;Sales|Distribution|order;Archive
Sales & Distribution;Send invoice;sends;"Sales & Distribution;invoice";Sales & Distribution Send invoice;Sends;Sales|Distribution|invoice;
Warehouse;Send product;sends;"Warehouse;product";Warehouse Send product;Sends;product;Warehouse
Warehouse;Manufacture product;manufactures;"Warehouse;product";Warehouse Manufacture product;;product;Warehouse Manufacture
Warehouse;Purchase raw materials from Supplier 1;purchases;"Warehouse;raw materials from Supplier 1";Warehouse Purchase raw materials from Supplier 1;;raw materials from Supplier 1;Warehouse Purchase
Warehouse;Purchase raw materials from Supplier 2;purchases;"Warehouse;raw materials from Supplier 2";Warehouse Purchase raw materials from Supplier 2;;raw materials from Supplier 2;Warehouse Purchase
Warehouse;Check raw materials availability;checks;"Warehouse;raw materials availability";Warehouse Check raw materials availability;Checks;raw materials availability;Warehouse
Sales;Confirm order;confirms;"Sales;order";Sales Confirm order;;Sales|order;
Sales;Emit invoice;emits;"Sales;invoice";Sales Emit invoice;;Sales|invoice;
Sales;Archive order;archives;"Sales;order";Sales Archive order;;Sales|order;Archive
Cashier;Capture party details;captures;"Cashier;party details";Cashier Capture party details;;party details;Cashier Capture
Cashier;Print file server;prints;"Cashier;file server";Cashier Print file server;Prints;Cashier|file server;
Cashier;Receive payment;receives;"Cashier;payment";Cashier Receive payment;;payment;Cashier Receive
Small claims tribunal;Retrieve claim file;retrieves;"Small claims tribunal;claim file";Small claims tribunal Retrieve claim file;Retrieves;Small claims tribunal|claim file;
Small claims tribunal;Distribute warrant possession;distributes;"Small claims tribunal;warrant possession";Small claims tribunal Distribute warrant possession;;Small claims tribunal Distribute warrant possession;
Small claims tribunal;Store claim file;stores;"Small claims tribunal;claim file";Small claims tribunal Store claim file;;Small claims tribunal Store claim file;
Small claims tribunal;Attach claim report;attaches;"Small claims tribunal;claim report";Small claims tribunal Attach claim report;Attaches;Small claims tribunal|claim report;
Small claims tribunal;Store expanded file;stores;"Small claims tribunal;expanded file";Small claims tribunal Store expanded file;;Small claims tribunal Store|file;
Small claims tribunal;Notify party;notifies;"Small claims tribunal;party";Small claims tribunal Notify party;Notifies;Small claims tribunal|party;
Party;Archive claim;archives;"Party;claim";Party Archive claim;;claim;Party Archive
Small claims tribunal;Distribute warrant possession coversheet;distributes;"Small claims tribunal;warrant possession coversheet";Small claims tribunal Distribute warrant possession coversheet;;Small claims tribunal Distribute warrant possession coversheet;
