Subject;Activity;Verb phrases;Noun phrases;Activity Combined;VerbPhrases;NounPhrases;ProperNouns
Data entry officer;Process immediately;processes;"Data entry officer;immediately";Data entry officer Process immediately;;Data entry officer Process;
Data entry officer;Put in high priority outbox;puts in;"Data entry officer;high priority outbox";Data entry officer Put in high priority outbox;Puts in;Data entry officer|high priority outbox;
Data entry officer;Look up vendor in SAP;looks up;"Data entry officer;vendor in SAP";Data entry officer Look up vendor in SAP;Looks up;Data entry officer|vendor;SAP
Data entry officer;Complete vendor master record request form;completes;"Data entry officer;vendor master record request form";Data entry officer Complete vendor master record request form;requests;Data entry officer Complete vendor master record|form;
Data entry officer;add vendor number to invoice;adds;"Data entry officer;vendor number to invoice";Data entry officer add vendor number to invoice;adds|invoices;Data entry officer|vendor number;
Data entry officer;put in dedicatied boutbox for master record;puts in;"Data entry officer;dedicatied boutbox for master record";Data entry officer put in dedicatied boutbox for master record;puts in;Data entry officer|dedicatied boutbox for master record;
Data entry officer;staple the form to invoice;staples;"Data entry officer;form to invoice";Data entry officer staple the form to invoice;staples;Data entry officer|form to invoice;
Data entry officer;Sort invoice;sorts;"Data entry officer;invoice";Data entry officer Sort invoice;invoices;Data entry officer Sort;
Data entry officer;Sort per vendor;sorts per;"Data entry officer;vendor";Data entry officer Sort per vendor;;Data entry officer Sort per vendor;
Data entry officer;Sort by amount;sorts by;"Data entry officer;amount";Data entry officer Sort by amount;;Data entry officer Sort by amount;
Data entry officer;Entry data;;Data entry officer Entry data;Data entry officer Entry data;;Data entry officer Entry data;
Data entry officer;Occasionally take invoice to outbox;takes;"Data entry officer;invoice to outbox";Data entry officer Occasionally take invoice to outbox;takes;Data entry officer|invoice to outbox;
Master data entry department;Check urgency;checks;"Master data entry department;urgency";Master data entry department Check urgency;Checks;Master data entry department|urgency;
Master data entry department;Create master data record;creates;"Master data entry department;master data record";Master data entry department Create master data record;Creates;Master data entry department|master data record;
Mail center;Collect invoice with request;collects;"Mail center;invoice with request";Mail center Collect invoice with request;Collects invoice with;Mail center|request;
Mail center;collect urgent invoice every hour;collects;"Mail center;urgent invoice every hour";Mail center collect urgent invoice every hour;collects;Mail center|urgent invoice every hour;
Mail center;take to mater record department;takes to;"Mail center;mater record department";Mail center take to mater record department;takes to;Mail center|mater record department;
Mail center;Collect invoice every hour;collects;"Mail center;invoice every hour";Mail center Collect invoice every hour;Collects invoice;Mail center|hour;
Registry;Achive paid invoice per vendor;archives;"Registry;paid invoice per vendor";Registry Achive paid invoice per vendor;;invoice per vendor;Registry Achive
Registry;archive paid invoice per payment data;archives;"Registry;paid invoice per payment data";Registry archive paid invoice per payment data;;Registry archive|invoice per payment data;
Registry;Receive request from client;receives;"Registry;request from client";Registry Receive request from client;Receives;Registry|request from client;
Registry;Locate requested invoice;locates;"Registry;requested invoice";Registry Locate requested invoice;Locates;Registry|invoice;
Accounts Receivable Department;Generate monthly invoice;generates;"Accounts Receivable Department;monthly invoice";Accounts Receivable Department Generate monthly invoice;Generates;Accounts|monthly invoice;Receivable Department
Payment office;automate pay;automates;"Payment office;pay";Payment office automate pay;automates;Payment office|pay;
Payment office;Generate payment report;generates;"Payment office;payment report";Payment office Generate payment report;Generates;Payment office|payment report;
Payment office;sent to client, accouts receivable department and registry;sends to;"Payment office;client|accouts receivable department|registry";Payment office sent to client, accouts receivable department and registry;;Payment office|client|accouts receivable department|registry;
Admin Officer;sort invoice per client;sorts;"Admin Officer;invoice per client";Admin Officer sort invoice per client;sorts;Officer|invoice per client;Admin
Admin Officer;Staple invoice entry form;staples;"Admin Officer;invoice entry form";Admin Officer Staple invoice entry form;invoices;Staple|entry form;Admin Officer
Admin Officer;Entry information to invoice entry form;entries;"Admin Officer;information to invoice entry form";Admin Officer Entry information to invoice entry form;;Admin Officer Entry information to invoice entry form;
Admin Officer;check the completeness and tick relievant box;"checks;ticks";"Admin Officer;completeness;tick relievant box";Admin Officer check the completeness and tick relievant box;checks|ticks;completeness|relievant box;Admin Officer
Admin Officer;Check in a Excel file;checks in;"Admin Officer;Excel file";Admin Officer Check in a Excel file;Checks in;Excel file;Admin Officer
Admin Officer;entry date of processing;;Admin Officer entry date of processing;Admin Officer entry date of processing;;Admin Officer entry date of processing;
Admin Officer;Check if invoice is urgent;checks;"Admin Officer;invoice";Admin Officer Check if invoice is urgent;Checks if;invoice;Admin Officer
Admin Officer;Put a red stamp on invoice entry form;puts;"Admin Officer;red stamp on invoice entry form";Admin Officer Put a red stamp on invoice entry form;Puts;Admin Officer|red stamp on invoice entry form;
Admin Officer;Check compliance;checks;"Admin Officer;compliance";Admin Officer Check compliance;Checks;compliance;Admin Officer
Admin Officer;Check if knowS SLA;checks;"Admin Officer;SLA";Admin Officer Check if knowS SLA;Checks if;;Admin Officer|SLA
Admin Officer;Batched invoices;;Admin Officer Batched invoices;Admin Officer Batched invoices;Batcheds;Admin Officer|invoices;
Admin Officer;Consider to handle;considers to handle;"Admin Officer;nan";Admin Officer Consider to handle;Considers to|handles;Admin Officer;
Admin Officer;Sent back to client for completion;sends;"Admin Officer;client for completion";Admin Officer Sent back to client for completion;Sents back;client for completion;Admin Officer
Admin Officer;Call client;calls;"Admin Officer;client";Admin Officer Call client;;Call client;Admin Officer
Admin Officer;sent to experienced SSP members;sends to;"Admin Officer;SSP members";Admin Officer sent to experienced SSP members;;Officer|members;Admin|SSP
Admin Officer;sent a remainder letter;sends;"Admin Officer;remainder letter";Admin Officer sent a remainder letter;;remainder letter;Admin Officer
Admin Officer;follow-up by telephone;follow-ups by;"Admin Officer;telephone";Admin Officer follow-up by telephone;follows;telephone;Admin Officer
